;Test;DeltaOz-O1O2;ThetaOz-O1O2;AlphaOz-O1O2;BetaOz-O1O2;DeltaOz-PO;ThetaOz-PO;AlphaOz-PO;BetaOz-PO;DeltaOz-POL;ThetaOz-POL;AlphaOz-POL;BetaOz-POL;DeltaOz-POR;ThetaOz-POR;AlphaOz-POR;BetaOz-POR;DeltaO1O2-PO;ThetaO1O2-PO;AlphaO1O2-PO;BetaO1O2-PO;DeltaO1O2-POL;ThetaO1O2-POL;AlphaO1O2-POL;BetaO1O2-POL;DeltaO1O2-POR;ThetaO1O2-POR;AlphaO1O2-POR;BetaO1O2-POR;DeltaPO-POL;ThetaPO-POL;AlphaPO-POL;BetaPO-POL;DeltaPO-POR;ThetaPO-POR;AlphaPO-POR;BetaPO-POR;DeltaPOL-POR;ThetaPOL-POR;AlphaPOL-POR;BetaPOL-POR
S18;Reposo_EEG _AO;29.348071246393502;32.82552270330035;41.94390310826061;127.10710696335933;17.769578835820617;17.547182239413377;28.667564652526252;82.31741868508166;27.173409960785197;29.289332737001075;36.538689899098806;114.36930744386353;27.075321434326817;29.31858109411371;33.233923567398236;112.12236723642562;28.965925740213446;28.863055223279748;42.453235961516654;141.67323383087108;35.541259520108355;36.40479912024344;44.14712259413718;150.5770833589965;33.700336223701555;34.764565991548864;39.385367830678916;141.61995217199095;31.617715629522003;30.445998602683517;41.20491286720965;139.36192560317554;29.573716148629224;29.13091036108996;39.36734824852517;134.99598601031173;30.17370384327085;29.851759201372253;30.191639336997707;116.9509378012411
S19;Reposo_EEG _AO;23.274403875354615;31.18817975898599;42.95872787313302;137.91013572256384;13.624698579386385;17.299067592028155;32.00797940791535;91.83791775027883;19.877329002778957;25.398293848514363;35.7305050203971;108.13058320132006;19.46712565900251;23.273452266166437;32.51203630721994;106.02645132067471;31.746532717975438;31.12677576093315;44.079617888714594;143.59165313370823;34.46605388304833;33.507566263908444;41.04953209982739;129.06005263415224;34.6545132406518;31.549930105304167;37.90625589547532;130.48427416552695;31.595895734975002;31.059250964290563;39.37032633776643;130.0887451576127;33.6581446421849;30.725316577816624;39.3315561130353;124.91331464273563;29.875080082665797;22.78871388444307;24.93513768750954;77.02229714331443
S21;Reposo_EEG _AO;23.600053341010472;30.022029587457;38.165374562254975;101.12949014670974;8.635842593893017;16.37641434830354;23.959247166825733;62.14637771874854;21.44424108068188;25.31088055399337;28.216251769846213;87.07484078691357;20.53136498716067;26.658695027476654;35.25971960951108;92.98501132676543;21.16920764506407;29.396335089507183;40.388848858379184;142.39350615079638;36.21040203027057;36.10756439808226;40.444646340562095;150.89457671500264;29.252016194490423;34.009205847281166;42.15359421169517;150.90109875043763;24.77124786925307;33.817450503376946;43.03180851479554;145.16785330282477;22.162910644082878;30.63918986291911;36.77699695341917;138.4955492921541;30.790940522182996;31.77065038211124;30.182662030016466;129.07660484331242
S23;Reposo_EEG _AO;26.09362469892919;32.64141116674607;44.031241253698866;147.37793147930452;13.279635628146284;19.21345957714578;35.68123748176316;123.00828587115154;26.028066584566673;28.65650272939371;39.606448589235185;125.41150242738655;25.080043730018343;30.11124639534292;41.663959458737445;139.49544051399243;27.360154535907277;30.164887798656906;45.74621832763985;156.0953720019724;35.31612972656617;36.79016323129126;45.651929686295006;141.34994267787312;36.197132469546304;36.87384593448597;44.67850067304799;153.22999989655983;29.2990302792139;32.98822352003178;45.82246357310301;148.3269409268015;29.629694969258377;32.40793767123933;43.47685400174744;147.08235596983428;33.68019144469385;34.575802136226685;38.88358277451183;117.35780859079541
S24;Reposo_EEG _AO;30.269926507677123;31.27118294460077;43.03885142181514;132.04011087467782;20.259195078245742;19.796975837268484;31.273483811230296;94.26960891385895;26.059982430346672;25.580815175665528;34.697817430546934;113.6781925824808;26.75843083255885;27.086002486695275;36.69114537092924;117.59878256550536;33.67944831275766;33.28522409906152;42.74306604019253;143.0972691526902;37.12353679157967;35.187817602554944;41.66742763897322;140.18925282126344;36.8967653083797;35.05955029434923;42.961158223152914;140.7412589673561;36.47029828842402;35.036087755305886;42.86651043743212;140.0286399456071;35.571057874640225;33.79026959938389;42.249860873057635;137.1598480975046;35.23236924135908;29.970933688121043;32.69177285027793;106.55223318472811
S25;Reposo_EEG _AO;12.00653535209609;17.78473967664469;36.671761880377275;118.74756308193196;10.034218488949644;11.697709720497128;28.123498820634996;81.51529377354593;13.44482352440297;19.734716129875;35.70044035442534;112.56028752464651;13.123253314546421;13.975400668027675;31.77570458543554;91.4711066419256;37.06580592038317;35.36093482152539;46.91118700925272;152.4793980910522;38.14119444227305;36.238838652573456;43.603284681849374;139.52368128790556;37.21556705731584;34.06634622972791;42.88225204780723;133.32934353610156;33.93417294630085;30.69564674868991;39.80176365676007;123.05344467588458;35.05677757673991;33.905212834019736;43.95793552547601;136.9997838158782;34.26493029925051;27.475497544450146;31.506999384797208;86.4377856413416
S27;Reposo_EEG _AO;18.49536936240221;20.048618595040598;34.29046506590029;123.82219726106476;14.166791611635613;16.547490023420302;28.68555700773634;86.81406746326107;21.691438294713286;20.69911344070161;35.53317931200823;111.21113077792228;19.19077145862026;18.116776017556603;30.950896786155393;107.14751429041402;31.573029305070435;34.45164718696917;46.483338581668804;140.69348805479683;28.189997237752266;33.78427438223025;42.338456005488666;133.39967326381299;31.496135333982885;35.5790222425515;42.31525788857478;142.43245128795786;33.55795187510914;32.19674550592438;42.32944662945889;136.5463526838467;33.41037318624611;36.793589564618415;43.52915581565832;139.2695334951253;29.468116161055875;30.681540788191;34.86947724996427;108.16874395212042
S28;Reposo_EEG _AO;17.663732176187963;18.763932569570862;34.07280810014119;101.30889089967442;12.21731539273926;12.854598250186854;27.452568894389074;77.33263826360006;21.15866363037926;21.19944305143317;34.92412186178698;105.60029718082805;11.442200963758395;13.838470293238966;25.214233740767142;79.58546056040912;32.95362184620406;30.440326658088814;45.893323902340434;147.25442093484787;32.95189591691421;34.00635613971118;41.98562192337606;136.6869956040287;28.7023285080139;28.412264258390287;40.4899657066409;133.1155999203811;29.34287253566867;28.661357947472705;40.41890739879092;133.4248597655089;35.18282683614559;35.82185088110688;43.33334777486631;140.54974399153065;24.152897944193572;24.891450768779556;29.863622767357228;101.12444559175019
S29;Reposo_EEG _AO;9.052544932596906;20.6991189252722;37.248834333338046;128.6540362315357;10.188050315787898;13.151474373774388;28.02849650659005;96.47010479816213;10.385911361290962;21.212663752532897;34.463703676916175;121.41273644890171;8.770244278080277;19.621216732521447;28.129104528959548;111.07347847379816;34.79290757017611;34.61345290563229;43.756549304084665;151.377814398869;35.8836832156106;34.76511235875522;39.18355205483518;141.66806310903672;36.07254172383023;35.46138346061032;40.15654005359933;145.4632394192118;33.16177547884001;32.878250367224425;37.36745478986694;134.5770494300828;35.132559812680014;34.325801410998565;42.362017942315894;141.33304405020675;33.63792347294013;31.6161365218479;27.21589107441049;106.57093366818248
S30;Reposo_EEG _AO;18.167989372498525;23.163863723270627;36.33351686794903;103.93382267454547;13.151286654177301;20.60795170840717;34.316787037894755;85.04152942437165;19.318492743256407;27.540307633601817;38.876655938532025;110.3305420518531;20.749269869244955;27.022590017849975;35.49521673803192;97.35874237903289;25.066120194129862;31.289256644118016;44.352833312208126;140.97370997449343;26.991732332261428;30.186866475605385;40.47934250552793;131.04266587283695;26.459602505565748;30.460008693047985;40.19631280763291;130.45246535250635;31.06613970344685;34.674497670871034;44.25726434374661;142.16130920271442;32.60067269380124;34.862728025330284;44.83760514135692;142.3663272487412;29.95243380680843;31.665584951202746;36.7034530430263;111.33448999949937
S31;Reposo_EEG _AO;15.305564182624398;19.152178739501053;31.08008963318849;131.3934424113699;9.646622188960713;12.985436463062767;21.39674214368687;99.53918451121402;15.209162936215073;19.69023022769683;34.44300624489279;132.0525377140549;17.191493618456526;16.65233550016892;23.889970381169405;106.96001127308182;26.999886154437192;33.91985302021226;44.569067908929604;147.8565976357128;25.86277143270398;34.27048045657821;44.818629966388436;149.76453731866738;27.055407175216327;34.087769441681196;42.23416285573945;140.03732356511267;32.435777031788476;34.19622878718399;40.5254598744753;142.95519754119957;30.075196720163493;35.267190062138766;44.707676984766366;148.24274843244888;28.192844266225038;32.70653361115568;36.375225846761786;118.7086366951233
S32;Reposo_EEG _AO;19.60887584504342;21.946636439907174;38.088335287482295;127.59311375250893;11.52349746896748;15.362691901884975;31.759322437063307;93.01222566526044;23.105539592472745;25.132210358629344;37.80653580680757;122.97361302618631;20.888097887289582;22.188105906848484;32.657659439230535;112.37212808878155;35.2748343544106;35.793329607035545;46.65156618612329;151.56515517551236;37.72618444939556;36.932172744197814;45.11415198195671;154.55021872657562;35.48168607026973;35.97970629759394;43.96299271796585;148.45834016748697;32.16185983253208;32.147616863025036;43.12270833300689;144.89666046202473;33.18454365681717;34.20298028488202;44.65476125054865;149.24951851202127;33.4289763027569;33.3026599495472;36.1356238577215;128.7091763779556
S33;Reposo_EEG _AO;11.442399311770505;19.455397154117943;37.17219599273565;120.17424599072045;11.155661362998979;12.499185846204316;29.950602476691525;86.65438083659087;12.92107551675539;20.666289596020533;36.72663463145375;115.3639372121947;12.847465506825941;15.493844854785891;28.840532613953613;97.365185774581;36.02435189120236;34.11051526040582;45.90350419388436;154.0158615788707;36.96923588849617;33.20552163524988;40.05458232465116;147.4393035412893;36.673303085080875;32.82817836757572;42.21418763247692;145.52176056888874;35.16412791444834;31.104561315966375;39.27411677967131;142.42265221174074;36.817617923984784;33.71229457743789;43.93251510575359;146.51337209034065;35.60595320396327;25.035057916026847;28.255381796300444;114.25356645297663
S34;Reposo_EEG _AO;16.267671019033052;21.13028135975855;38.22433558229447;121.19666195741458;11.41485617273182;14.177042708130399;34.210409033653825;88.2470607329606;17.987152375684225;20.85793594132366;36.57602918943663;108.131495484694;15.095128560110373;19.727704829190174;33.572231001758475;96.18089019697327;35.49019492040368;35.64338642645709;47.87960661697176;150.481505561935;35.43391186969007;31.659312052443262;42.891596688310955;131.23590080487412;33.71028768199918;31.433391899874422;41.40519490543894;123.24599085852844;31.85426594228318;29.34297041259395;42.1688568834588;126.87550857862657;32.00039625986245;30.412440669246394;42.4350262466135;126.98028472721087;28.448350863754996;20.527529478038815;31.712275317469263;78.8776256344733
S35;Reposo_EEG _AO;14.58281882106472;17.658647446555218;31.718455954085606;108.2477423345112;13.303946321916664;12.423034803347573;25.507695702390247;73.82626463866467;14.972235284002396;20.435590515112548;33.349295814178554;113.07269396520013;13.809247458043664;16.126828665973516;30.09092885429692;86.7128284775167;37.13989176092795;36.257329648324124;45.12995106949698;148.5223951712802;37.558171224529985;36.14709902375968;42.49356759044612;144.50772676800938;36.23911425390529;33.54833825750383;38.93678686990156;128.67665121376177;34.87070440985278;32.63656961160048;41.725969061251796;129.63360645467066;36.097346893011604;33.64405126103456;40.156620862297586;135.3036428214554;34.42601355735893;29.725544855221585;31.634020300950223;98.00574812635321
S36;Reposo_EEG _AO;17.283595673916928;17.41948445983804;36.654571701153166;133.72977846936732;13.944546767610195;12.274196882053982;29.005698028795006;88.18234305077019;17.59122063546817;18.09763775853081;33.918780095191885;114.61095012555106;17.79440858571535;18.791119398913285;31.51128473207178;102.00596019172195;37.67496985367118;35.845958761021706;45.685910660322605;134.62096783614086;38.59447482107815;37.00283075446687;43.55188336694292;134.61193836792086;37.03494936133561;35.23022226193925;43.12320384769414;120.44558970959335;36.66756919277723;35.1623100619609;43.63778286577866;128.46380203673536;35.73975085331264;32.9444039991764;44.27718866566721;131.79551182397665;36.47155981516042;34.605360691247256;35.98345095331435;91.72008402785508
S37;Reposo_EEG _AO;26.319420421656172;27.990681634927043;39.06463060155117;130.74206793992133;19.870157902679658;17.755975564779096;30.21975742931707;94.78611162970759;27.53451570494881;27.63591675056376;36.870076074986954;124.64671509796662;26.00013710663842;21.54492959585565;29.226414522509387;99.33450289860866;37.495630223674304;34.553722282193704;46.40316802445699;151.84018294787847;36.79140963771102;34.09273248948483;42.28527118714895;142.79324609095048;36.30028941814408;33.316127028689934;40.40401852756789;132.12635903253727;34.13532640922925;29.029912695276327;38.8765951078681;127.71820634519315;34.91697512290169;33.527910671706536;42.348597764482534;135.57061271302098;31.556503144661114;23.526414316276323;28.533219636429195;88.13573500403268
S2;Reposo_EEG;32.74111088575121;31.346000515604622;45.1167382882477;146.29497613865598;19.353286055097186;19.37162053912044;36.15127339269676;116.4821175732353;29.644877393043938;31.00211946418709;44.296567763498416;139.99525035108323;26.821626552088283;27.55067041871418;41.14491110054712;126.43400074883007;31.574394180965427;30.161712866021276;45.57895464679739;157.6043069496336;37.27628300770387;37.67233931983567;47.911689364130694;159.19738364270995;35.43285578414947;36.18303567399271;47.16012873767433;150.89236764896543;33.152449387093014;29.46432419930537;44.88452966037642;156.30665711911277;34.40029527453322;31.578340790147365;44.78000925489512;142.99112332876436;34.46387305740345;33.02024669428397;42.702961389582256;129.66802658812964
S3;Reposo_EEG;24.206002351917157;27.841279620114097;42.4024917919142;142.40292209772903;14.576819593640924;19.64228871097513;36.77400339451153;113.49598523540516;23.342327926268183;25.123794299797947;38.03138882041958;125.45767639418841;24.81857506077275;25.67519891162516;40.60438403784775;128.35267599288366;29.205323956709634;30.640319449484018;44.34992441049616;149.55051787859082;30.926020755489052;31.145803233563864;43.406518892693484;146.67081965339935;32.48763420394365;31.597265445153575;40.84999413450577;139.58875166112463;32.73342652621571;32.398645796991936;45.370391600191006;148.41156459461882;30.778952990764815;32.449173672530335;41.64593224606633;144.00252047376375;29.681536128927196;26.180914012465117;34.84145103169739;115.7581672645965
S5;Reposo_EEG;22.184157579137576;27.428860552684412;43.719154295321125;136.39207880290962;12.458606339253494;17.136064236086085;31.85874512461502;96.22531300958221;17.737343620687803;25.8716561345161;38.33010224323654;115.44199837749014;19.794870921756534;21.068559364156496;33.48633827993534;105.59939105448603;32.5823476008116;31.070032625179266;41.89392335431938;141.59101387781604;32.88552418685143;34.141692293930824;42.41633000099865;138.43578592701147;34.01432174899765;29.708753510410396;39.2077283328948;127.9090125099095;34.02463562337949;31.395703138672214;38.43041131587512;133.93119690857964;34.04146959930105;32.50522114601429;41.871433678506406;135.6521803426794;29.90367440344366;26.234233988891557;29.254494159374904;93.27352164584778
S7;Reposo_EEG;19.75694437872154;27.012496787417234;41.16768175787265;112.0683334661093;9.811676033023044;15.667098769852082;33.44158919840295;81.08798658023022;15.562114695457609;20.90684300402379;37.427512266806396;103.28567667900019;17.5616689490687;25.590567370691325;40.04155764307228;95.40246888239088;14.16731481970643;27.219465973832694;45.267040085015296;150.99976190439747;12.25582164272937;28.898563281021218;46.396264618610786;155.27019919824076;20.5076646149095;30.585086038652243;42.45793286816289;145.12437828881463;28.239467996839906;32.220228047727765;46.01458223855434;147.8565804240828;23.614814170474126;28.64346651131504;42.59538749041408;149.116428624633;15.159882783067726;25.270710793071576;38.12552233334834;126.39878486689243
S10;Reposo_EEG;21.102749217070656;29.205637608981984;46.5392264878224;137.57566582746884;13.56957462029216;18.917376042009998;41.8450603334852;110.48145691629836;19.162796459965307;24.91397941917681;40.97703114268617;121.56371933375765;21.27425781879259;28.455508028458457;43.71604976019278;123.65425931762647;36.057022781542756;34.06236038826171;48.59044529617467;160.57618171045434;36.89133309415992;35.78557837918687;45.33524600277742;151.03573214845977;37.50474305349184;35.64332931729113;45.82196009294701;152.70147562291925;34.29308205970249;32.39378967098284;45.85589658272309;149.72377783225733;34.094275591262985;30.16046763026675;44.103791457019575;145.99743413982137;31.471315739251057;26.89753861275466;36.49313488911385;115.3534867189689
S11;Reposo_EEG;24.238394478047947;30.249572251442267;46.35050863752891;139.5725917212588;15.055585522196822;17.488546623203476;39.67879106124649;99.051366181959;19.9722974710985;25.024087808729107;38.33061873914001;112.52239212571365;22.353899202142927;27.73653821114379;44.17336518682206;122.47198427370591;27.766453602831533;30.523870833148145;47.20442196296816;147.24919948549268;34.74199416279593;35.46744931754866;44.91137656063773;142.83391011262717;30.03558332611665;34.70433014932266;45.63690200228327;141.11922622733232;30.806306766853613;33.20317352835897;46.64750187676217;143.8298496219635;25.99729802104305;30.587903593213618;43.33921227131063;136.12354440693355;25.308632672490276;30.100058570559547;36.995936057524354;107.28110393041297
S13;Reposo_EEG;34.497311375368824;27.74489350812791;39.79564679403989;138.69215103897554;23.39354151532694;15.31255942114402;28.265877624354502;97.68953915460628;30.13736370371786;23.68271190536744;33.846117548092145;114.15748085752239;32.542398405237336;23.987757456287106;33.315525771660546;123.44921818027157;33.259592522330124;31.178330619529362;43.7118151782524;148.30001054773777;35.59346005648548;35.32522382062274;43.909033567094916;144.5729724762856;36.896130038106776;35.26083062629063;43.56041823926938;147.4846150787834;35.528027856536454;32.65456857085768;42.98872816999164;140.8092242355215;33.95119454871782;31.575254145606973;42.38217442521706;138.5115964787265;33.29901156950926;29.96276898394509;36.43567748410347;111.70322817857985
S14;Reposo_EEG;31.298980765294985;30.343989043182255;45.04933375025475;116.98643084804306;22.09372573251054;20.78565668475968;37.59778141371622;89.12404942807646;28.81593705034654;26.29539792053356;38.89546314299274;98.21895845053407;24.864378408953964;27.536650951842304;42.15215132354289;106.06252713625517;32.89204563366399;30.589984857426828;45.90339508357819;148.3254873030947;36.468677980859944;32.05645237428069;45.18645973730315;134.11634307058694;33.06307511613397;32.03332238174372;44.16252489035401;140.7210371229022;35.10991017430289;33.28735622570908;45.403938849687314;141.70459141727258;34.75847242175253;32.158667461714515;42.873434755711074;137.3374666765631;31.55411505629417;27.316413203267473;35.84477143879004;99.18841112720109
S15;Reposo_EEG;23.150629749985576;29.771693705571437;42.935846355039715;143.43236640602709;13.048182319190735;14.231083582409926;28.54878171330457;100.72550167698014;19.45405853071037;20.937347628962492;37.47864273796007;119.19188799181087;20.291482213188957;23.234401951490767;29.418619333311078;107.28162733800418;29.36023332193991;28.901180285445594;42.17074458719689;144.9008394944695;33.190411960193835;31.16348152908696;45.08374531033052;143.09356422748453;31.899637180209062;30.97848412743467;38.70104889317359;131.33287285369477;31.17922708054432;30.41408168058534;41.57104494124937;137.65155281178542;29.35162132175251;28.284231035945368;42.705883040793;136.28989363204198;25.070415318117686;20.813513025240656;31.407873860970717;96.3053968662358
S16;Reposo_EEG;30.609692894030815;29.641959213756603;46.133389993917525;140.5763121474082;12.068632413792198;16.59894267718346;39.44249058262454;107.51958303571206;25.63895589876714;25.644354595722127;43.17372326830493;126.5882930550018;25.313653660032536;28.0558881750134;43.94698038734476;120.45998309762723;21.096518157155575;29.21165005396145;46.434031766616734;152.61527056981055;32.14562756932528;34.57621499033857;47.31630574263771;153.08521809224231;32.2798160378886;35.01911671802928;47.14807250744319;146.4475119087081;27.43083889687569;33.45726624891553;46.30677773223899;150.33377610023155;26.584782350906817;28.92677688582689;46.170073705394465;148.04535454465935;29.895261391610518;30.962062418897418;43.11017143569622;123.78750064648271
S18;Reposo_EEG;21.410742656182958;28.807284908089137;43.988951912116335;133.08449555683438;16.032849664023445;15.334644289551859;35.350608801991825;94.14568628829619;24.016119907634454;26.74034777526755;36.45368785086536;113.86375345347157;23.88885223913968;24.979141303332007;32.729892353467676;113.3401776001543;26.483917216778977;28.29470185482451;45.00004548044269;144.00427644859593;29.853816937138944;34.834027482332715;40.27425242782626;145.0516931385036;27.52974385633472;31.927510660538477;36.827087545464366;124.40793039239249;33.16332297777802;31.38865609169261;40.0035299117685;143.91445506420263;33.275048021700144;30.713025908334668;38.22304626082329;126.68826857902903;30.74407719692484;29.50552861938636;24.37343107501096;95.95471377126321
S19;Reposo_EEG;33.335678509433166;32.81355699979959;47.44513554206541;136.19059706408444;20.298402786421956;20.166470713663017;40.04797907632285;95.36648338849102;30.85228100419419;25.16778067063907;39.43429400845513;108.53334410413702;19.596465472894238;23.36141732358184;37.77952123799209;96.14111617500677;31.866813491916112;32.946352418128235;45.79260130874359;144.87653664440376;35.638672916804;31.778523203942605;42.2163587868111;129.87485772036695;26.523311441387474;31.391729284911;39.68575791436727;123.28979925372832;29.84349786787713;30.39777103412753;42.53937400513808;131.73565380901925;32.47096720808505;32.90817772413044;41.6984852189071;129.4638772905922;21.041632730824382;21.529779432367388;29.8451748258713;80.27750897135445
